,fideid,name,country,sex,title,rating,birthday,image
898,1019554,Arthur Pijpers,NED,M,IM,2474,1994,True
899,4128125,Alexandra Kosteniuk,RUS,F,GM,2474,1984,True
900,208027,Tanguy Ringoir,BEL,M,GM,2474,1994,True
901,738808,Kristof Juhasz,HUN,M,IM,2474,1994,True
902,100340,Alejandro Hoffman,URU,M,GM,2474,1966,True
903,3510697,Elier Miranda Mesa,CUB,M,GM,2474,1993,True
904,3500020,Jesus Nogueiras Santiago,CUB,M,GM,2473,1959,True
905,14101262,Stanislav Savchenko,UKR,M,GM,2473,1967,True
906,4164490,Alexander Zaitsev,RUS,M,GM,2473,1985,True
907,4120027,Sergei Iskusnyh,RUS,M,GM,2473,1974,True
908,3205800,James Morris,AUS,M,IM,2473,1994,True
909,14116723,Yuriy Baikovsky,UKR,M,IM,2473,1959,True
910,13601458,Lela Javakhishvili,GEO,F,IM,2473,1984,True
911,1705814,Pontus Carlsson,SWE,M,GM,2473,1982,True
912,4147855,Natalija Pogonina,RUS,F,WGM,2472,1985,True
913,13300040,Artashes Minasian,ARM,M,GM,2472,1967,True
914,11600136,Normunds Miezis,LAT,M,GM,2472,1971,True
915,13703544,Zhansaya Abdumalik,KAZ,F,IM,2472,2000,True
916,5089000,Raja Harshit,IND,M,IM,2472,2001,True
917,12510670,Nima Javanbakht,IRI,M,IM,2472,1996,True
918,720631,Istvan Sipos,HUN,M,IM,2472,1987,True
919,5002109,Ramesh R B,IND,M,GM,2472,1976,True
920,14100118,Georgy Timoshenko,UKR,M,GM,2472,1966,True
921,105198,Salvador Alonso,ARG,M,GM,2471,1974,True
922,13500481,Sergey Kasparov,BLR,M,GM,2471,1968,True
923,4161289,Maxim Novikov,RUS,M,GM,2471,1972,True
924,10613129,Adham Fawzy,EGY,M,GM,2471,2000,True
925,14600714,Drazen Sermek,CRO,M,GM,2471,1969,True
926,2907127,G. Petar Arnaudov,BUL,M,GM,2471,1986,True
927,900389,Milos Pavlovic,SRB,M,GM,2471,1964,True
928,5201233,Joseph Sanchez,PHI,M,GM,2471,1970,True
929,2105446,Diego Rafael Di Berardino,BRA,M,IM,2471,1987,True
930,3504387,Holden Hernandez Carmenate,USA,M,GM,2471,1984,True
931,2800101,Ram Soffer,ISR,M,GM,2471,1965,True
932,24129100,Nikita Matinian,RUS,M,GM,2470,1992,True
933,313874,Karel Malinovsky,CZE,M,IM,2470,1988,True
934,6336760,Cem Kaan Gokerkan,TUR,M,IM,2470,2000,True
935,1119966,Kamil Stachowiak,POL,M,IM,2470,1986,True
936,13600087,Lasha Janjghava,GEO,M,GM,2470,1970,True
937,24176729,Saveliy Golubov,RUS,M,IM,2470,2000,True
938,24101729,Kirill Kozionov,RUS,M,IM,2470,1998,True
939,13404938,Abdulla Gadimbayli,AZE,M,IM,2470,2002,True
940,14607913,Tim Janzelj,SLO,M,IM,2469,1994,True
941,901008,Dejan Antic,SRB,M,GM,2469,1968,True
942,3700267,Jose Fernando Cubas,PAR,M,GM,2469,1981,True
943,1119125,Krystian Kuzmicz,POL,M,IM,2469,1987,True
944,900150,Aleksa Strikovic,SRB,M,GM,2469,1961,True
945,4123395,Denis Lopushnoy,RUS,M,GM,2469,1977,True
946,2000202,Alexander Ivanov,USA,M,GM,2469,1956,True
947,6304990,Ogulcan Kanmazalp,TUR,M,IM,2468,1992,True
948,14104202,Vadim Malakhatko,BEL,M,GM,2468,1977,True
949,14104954,Alexander Bagrationi,ISR,M,GM,2468,1990,True
950,1000063,Friso Nijboer,NED,M,GM,2468,1965,True
951,3508811,Carlos Antonio Hevia Alejano,CUB,M,GM,2467,1991,True
952,4141229,Marat Askarov,RUS,M,GM,2467,1987,True
953,4112253,Maksim Samusenko,RUS,M,IM,2467,1997,True
954,4641833,Elisabeth Paehtz,GER,F,IM,2467,1985,True
955,700037,Lajos Portisch,HUN,M,GM,2467,1937,True
956,24102580,Nikolai Shukh,RUS,M,IM,2467,1991,True
957,4177916,Gor Airapetian,RUS,M,IM,2467,1990,True
958,4137329,Roman Yanchenko,RUS,M,FM,2467,1996,True
959,5801605,Daniel Howard Fernandez,ENG,M,GM,2466,1995,True
960,8600350,Kanying Qin,CHN,F,WGM,2466,1974,True
961,4403940,Cristhian Camilo Rios,COL,M,GM,2466,1993,True
962,915483,Danilo Milanovic,SRB,M,GM,2466,1974,True
963,4125240,Oleg Kulicov,RUS,M,IM,2466,1972,True
964,34119962,Kirill Shubin,RUS,M,IM,2466,2003,True
965,400068,Daniel J King,ENG,M,GM,2466,1963,True
966,14500078,Vlatko Kovacevic,CRO,M,GM,2466,1942,True
967,6900224,Oscar De La Riva Aguado,AND,M,GM,2466,1972,True
968,922722,Miroslav D Miljkovic,SRB,M,GM,2466,1985,True
969,900710,Bojan P Jovanovic,SRB,M,FM,2466,1994,True
970,2902257,Antoaneta Stefanova,BUL,F,GM,2466,1979,True
971,14113201,Stanislav Blednov,UKR,M,IM,2465,1986,True
972,124311,Pablo Ismael Acosta,ARG,M,IM,2465,1999,True
973,8600635,Yuhua Xu,CHN,F,GM,2465,1976,True
974,1000578,Yge Visser,NED,M,GM,2465,1963,True
975,2015390,Daniel Fernandez,USA,M,IM,2465,1985,True
976,4139275,Alexander A. Evdokimov,RUS,M,GM,2465,1985,True
977,1010069,Dennis Brokken,NED,M,IM,2465,1982,True
978,4131045,Kazbek Akbaev,RUS,M,GM,2465,1981,True
979,2802341,Leonid Yudasin,ISR,M,GM,2464,1959,True
980,4131002,Artur Gabrielian,RUS,M,GM,2464,1982,True
981,2901773,Marian Petrov,BUL,M,GM,2464,1975,True
982,1160664,Lukasz Jarmula,POL,M,IM,2464,1998,True
983,14113015,Zafir Koukouchev,UKR,M,IM,2464,1953,True
984,1407970,Nikolaj Mikkelsen,DEN,M,IM,2464,1988,True
985,1011480,Robert Ris,NED,M,IM,2464,1988,True
986,921815,Blazo Kalezic,MNE,M,IM,2464,1978,True
987,4102665,Alexey Zenzera,RUS,M,IM,2464,1997,True
988,600423,David Marciano,MNC,M,GM,2464,1969,True
989,2809060,Gil Popilski,ISR,M,GM,2464,1993,True
990,4195639,Sergei Chekhov,RUS,M,IM,2463,1992,True
991,14100487,Oleksandr Sulypa,UKR,M,GM,2463,1972,True
992,912336,Milan Zajic,SRB,M,GM,2463,1999,True
993,600040,Olivier Renet,FRA,M,GM,2463,1964,True
994,5200059,Rogelio Barcenilla,PHI,M,GM,2463,1972,True
995,13602250,Giga Quparadze,GEO,M,GM,2463,1987,True
996,24107646,Alexandr Ulanov,RUS,M,IM,2463,1993,True
997,10200444,Al Rakib Mollah Abdullah,BAN,M,GM,2463,1980,True
998,3504301,Mariano Ortega Amarelle,CPV,M,IM,2463,1981,True
999,13602640,Bela Khotenashvili,GEO,F,GM,2463,1988,True
1000,4195540,Alexander Gutenev,RUS,M,IM,2463,1990,True
1001,5206995,Paulo Bersamina,PHI,M,IM,2462,1998,True
1002,615668,Anthony Bellaiche,FRA,M,IM,2462,1987,True
1003,4101375,Sergey Ivanov,RUS,M,GM,2462,1961,True
1004,4101405,Mikhail Ulybin,RUS,M,GM,2462,1971,True
1005,900354,Slavoljub Marjanovic,SRB,M,GM,2462,1955,True
1006,2603659,Thomas Roussel-Roozmon,CAN,M,GM,2462,1988,True
1007,4104790,Alexey Ivanov,RUS,M,IM,2462,1969,True
1008,4192036,Vladimir Seliverstov,RUS,M,IM,2462,1990,True
1009,722960,David Berczes,HUN,M,GM,2461,1990,True
1010,109746,Leandro Perdomo,ARG,M,IM,2461,1985,True
1011,14100983,Mikhail Golubev,UKR,M,GM,2461,1970,True
1012,4126661,Evgeny Sapunov,RUS,M,FM,2461,1974,True
1013,4100263,Yuri S Balashov,RUS,M,GM,2461,1949,True
1014,2903024,Vladimir Georgiev,MKD,M,GM,2461,1975,True
1015,4403177,David Arenas,COL,M,GM,2461,1991,True
1016,4175310,Valentin M. Kormyshev,RUS,M,IM,2461,1973,True
1017,900664,Ivan J Markovic,SRB,M,IM,2461,1972,True
1018,4122178,Alexei Iljushin,RUS,M,GM,2461,1980,True
1019,14101378,Vladimir Rogovski,UKR,M,GM,2461,1965,True
1020,14102277,Gennadi Gutman,UKR,M,GM,2461,1973,True
1021,44105681,Rudik Makarian,RUS,M,IM,2461,2004,True
1022,13902393,Vladimir Hamitevici,MDA,M,GM,2461,1991,True
1023,6500170,Bernal Gonzalez Acosta,CRC,M,GM,2460,1973,True
1024,24120227,Vladimir Staratorzhskiy,RUS,M,IM,2460,1963,True
1025,14100584,Andrei Maksimenko,UKR,M,GM,2460,1969,True
1026,611123,Laurent Guidarelli,FRA,M,GM,2460,1981,True
1027,4900774,Urtnasan Nasanjargal,MGL,M,GM,2460,1994,True
1028,4127820,Nikolai Kabanov,RUS,M,GM,2460,1980,True
1029,13501429,Vitaly Teterev,BLR,M,GM,2460,1983,True
1030,8610665,Shixu B Wang,CHN,M,,2459,2001,True
1031,3517179,Michel Alejandro Diaz Perez,CUB,M,IM,2459,1994,True
1032,3509079,Lennis Martinez Ramirez,CUB,M,IM,2459,1993,True
1033,810894,Roberto Mogranzini,ITA,M,GM,2459,1983,True
1034,14103109,Michael Feygin,GER,M,GM,2459,1975,True
1035,4135830,Sergey Nadyrkhanov,RUS,M,GM,2459,1963,True
1036,8609497,Yuanhe Zhao,CHN,M,,2459,2000,True
1037,8608059,Jiner Zhu,CHN,F,WGM,2459,2002,True
1038,1700030,Pia Cramling,SWE,F,GM,2459,1963,True
1039,1501100,Frode Elsness,NOR,M,IM,2459,1973,True
1040,2209381,Zenon Franco Ocampos,PAR,M,GM,2458,1956,True
1041,4172914,Alexey Yatsenko,RUS,M,IM,2458,1986,True
1042,13602608,Tornike Sanikidze,GEO,M,GM,2458,1989,True
1043,5002265,Abhijit Kunte,IND,M,GM,2458,1977,True
1044,710458,Albert Bokros,HUN,M,IM,2458,1982,True
1045,5300363,Jorge Sammour-Hasbun,USA,M,FM,2458,1979,True
1046,13403028,Ulvi Bajarani,AZE,M,GM,2458,1995,True
1047,100242,Pablo Ricardi,ARG,M,GM,2458,1962,True
1048,940313,Mihajlo Radovanovic,SRB,M,IM,2457,2001,True
1049,1100696,Marcin Kaminski,POL,M,GM,2457,1977,True
1050,4100859,Valery A Chekhov,RUS,M,GM,2457,1955,True
1051,14901536,Gennadij Timoscenko,SVK,M,GM,2457,1949,True
1052,4300904,Puchen Wang,NZL,M,IM,2457,1990,True
1053,14101068,Leonid Milov,GER,M,GM,2457,1966,True
1054,14604051,Jure Zorko,SLO,M,IM,2457,1988,True
1055,4501950,Aleksandr Volodin,EST,M,GM,2457,1990,True
1056,25059653,Rahul Srivatshav P,IND,M,IM,2457,2002,True
1057,11600748,Ilmars Starostits,LAT,M,GM,2457,1979,True
1058,24124621,Roman Kezin,RUS,M,IM,2457,1995,True
1059,700282,Gabor Kallai,HUN,M,GM,2456,1959,True
1060,1102222,Pawel Jaracz,POL,M,GM,2456,1975,True
1061,1618423,Georg Froewis,AUT,M,IM,2456,1990,True
1062,4101880,Oleg Nikolenko,RUS,M,GM,2456,1959,True
1063,2501198,Sam E. Collins,IRL,M,IM,2456,1982,True
1064,2910446,Kiprian Berbatov,BUL,M,IM,2456,1996,True
1065,13602276,Davit Maghalashvili,GEO,M,GM,2456,1987,True
1066,1000152,Roger Meng,NED,M,FM,2456,1996,True
1067,13600664,Khvicha Supatashvili,GEO,M,IM,2456,1969,True
1068,716219,Gabor Kovacs,HUN,M,IM,2455,1977,True
1069,665274,Quentin Loiseau,FRA,M,IM,2455,1995,True
1070,943746,Novak Cabarkapa,SRB,M,IM,2455,1996,True
1071,7105347,Yoseph Theolifus Taher,INA,M,IM,2455,1999,True
1072,12505269,Asghar Golizadeh,IRI,M,GM,2455,1990,True
1073,14602385,Adrian Mikhalchishin,SLO,M,GM,2455,1954,True
1074,4901541,Sumiya Bilguun,MGL,M,GM,2454,1997,True
1075,13603264,Levan Bregadze,GEO,M,IM,2454,1992,True
1076,15002314,Nikola Nikolovski,MKD,M,IM,2454,1998,True
1077,3819566,Brian Sebasti Escalante Ramirez,PER,M,IM,2454,1999,True
1078,2606577,Aman Hambleton,CAN,M,GM,2454,1992,True
1079,920479,Miodrag R Savic,SRB,M,GM,2453,1977,True
1080,600032,Bachar Kouatly,FRA,M,GM,2453,1958,True
1081,400084,Mark L Hebden,ENG,M,GM,2453,1958,True
1082,2099438,Andrew Hong,USA,M,IM,2453,2004,True
1083,600822,Eloi Relange,FRA,M,GM,2453,1976,True
1084,927570,Novak Pezelj,SRB,M,IM,2453,1983,True
1085,927368,Drasko Boskovic,SRB,M,IM,2453,1982,True
1086,5003610,Arghyadip Das,IND,M,IM,2453,1985,True
1087,13600575,Nikoloz Managadze,GEO,M,IM,2453,1969,True
1088,4657594,Hannes Rau,GER,M,IM,2453,1985,True
1089,4200438,Nikolaos Kalesis,GRE,M,IM,2453,1970,True
1090,1013564,Christov Kleijn,NED,M,IM,2452,1991,True
1091,34155632,Omid Seyed Jarrahi,RUS,M,IM,2452,1979,True
1092,8610959,Chen Zou,CHN,M,FM,2452,2001,True
1093,1901117,Diogo Fernando,POR,M,IM,2452,1980,True
1094,4150457,Alexey Kornyukov,RUS,M,IM,2452,1977,True
1095,103055,Claudio Javier Minzer,ARG,M,IM,2452,1968,True
1096,303224,Milos Jirovsky,CZE,M,GM,2452,1974,True
1097,24131750,Vasiliy Korchmar,RUS,M,IM,2451,1996,True
1098,14901625,Tomas Petrik,SVK,M,GM,2451,1980,True
1099,2100169,Everaldo Matsuura,BRA,M,GM,2451,1970,True
1100,24168653,Artur Gaifullin,RUS,M,FM,2450,2001,True
1101,2800012,Lev Psakhis,ISR,M,GM,2450,1958,True
1102,4122151,Rail Makhmutov,RUS,M,IM,2450,1995,True
1103,4105257,Alexei Bezgodov,RUS,M,GM,2449,1969,True
1104,1202600,Ranko Szuhanek,SRB,M,IM,2449,1974,True
1105,8700168,Amon Simutowe,ZAM,M,GM,2449,1982,True
1106,4133285,Kirill Bryzgalin,RUS,M,GM,2449,1982,True
1107,4144228,Ekaterina Korbut,RUS,F,IM,2448,1985,True
1108,4165314,Mikhail Bryakin,RUS,M,IM,2448,1997,True
1109,2021722,Mackenzie Molner,USA,M,GM,2448,1988,True
1110,100587,Diego Valerga,ARG,M,GM,2448,1971,True
1111,14114020,Vladimir Mihalichenko,UKR,M,IM,2448,1986,True
1112,24180327,Ivan Yeletsky,RUS,M,FM,2448,1999,True
1113,723916,Yelena Dembo,GRE,F,IM,2448,1983,True
1114,800090,Michele Godena,ITA,M,GM,2448,1967,True
1115,707244,Miklos Galyas,HUN,M,IM,2448,1978,True
1116,1038257,Hing Ting Lai,NED,M,IM,2448,1997,True
1117,1136720,Kacper Drozdowski,POL,M,IM,2448,1996,True
1118,4135741,Vasily Usmanov,RUS,M,IM,2447,1996,True
1119,5105048,Luis Fernando Ibarra Chami,MEX,M,GM,2447,1989,True
1120,4169034,Mikhael Garakov,RUS,M,IM,2447,1987,True
1121,3501841,Renier Gonzalez,USA,M,GM,2447,1972,True
1122,3504824,Hector Delgado Ramos,CUB,M,IM,2447,1985,True
1123,100110,Jorge Sanchez Almeyra,ARG,M,IM,2447,1968,True
1124,12802212,Salvijus Bercys,USA,M,IM,2447,1989,True
1125,173444,Kevin Paveto,ARG,M,IM,2447,1992,True
1126,918350,Mihailo Zlatic,SRB,M,IM,2447,1976,True
1127,13600052,Elizbar Ubilava,ESP,M,GM,2447,1950,True
1128,5200610,Nelson Mariano,PHI,M,GM,2447,1974,True
1129,5200156,Enrico Sevillano,USA,M,GM,2446,1968,True
1130,600075,Jean-Luc Chabanon,FRA,M,GM,2446,1971,True
1131,2019353,John Bartholomew,USA,M,IM,2446,1986,True
1132,4132700,Eduard Fomichenko,RUS,M,IM,2446,1969,True
1133,4169123,Alexander Khlebovich,RUS,M,IM,2446,1988,True
1134,3507076,Roberto Carlos Gomez Ledo,CUB,M,IM,2446,1985,True
1135,3516016,Dylan Isidro Berdayes Ason,CUB,M,IM,2445,1998,True
1136,5053196,Mohammad Nubairshah Shaikh,IND,M,IM,2445,1998,True
1137,1700146,Michael Wiedenkeller,LUX,M,IM,2445,1963,True
1138,3501833,Frank De La Paz Perdomo,CUB,M,GM,2445,1975,True
1139,4101529,Yuri L Averbakh,RUS,M,GM,2445,1922,True
1140,12500607,Sayed Javad Alavi,IRI,M,IM,2445,1987,True
1141,14101696,Vadim Shishkin,UKR,M,GM,2445,1969,True
1142,6300634,Kivanc Haznedaroglu,TUR,M,GM,2444,1981,True
1143,3401294,Luis Valenzuela Fuentealba,CHI,M,IM,2444,1978,True
1144,13603647,Zurab Javakhadze,GEO,M,IM,2444,1993,True
1145,24129542,Egor Pakhomov,RUS,M,IM,2444,1993,True
1146,607274,Cyril Marcelin,FRA,M,GM,2444,1979,True
1147,34159867,Stefan Pogosyan,RUS,M,IM,2444,2004,True
1148,1125893,Radoslaw Gajek,AUT,M,IM,2444,1998,True
1149,4149750,D. Antonenko,RUS,M,IM,2444,1975,True
1150,14104385,Alexander Zubarev,UKR,M,GM,2444,1979,True
1151,13301349,Davit G. Petrosian,ARM,M,GM,2443,1984,True
1152,4117751,Vladimir Karavaev,RUS,M,FM,2443,1970,True
1153,3500055,Reynaldo Vera Gonzalez-Quevedo,CUB,M,GM,2443,1961,True
1154,4131991,Leonid Gorin,RUS,M,IM,2443,1960,True
1155,14107830,Alexander Pipa,UKR,M,IM,2443,1968,True
1156,4195752,Olga Girya,RUS,F,WGM,2443,1991,True
1157,3400042,Rodrigo Vasquez Schroeder,CHI,M,GM,2443,1969,True
1158,4181751,Anastasia Bodnaruk,RUS,F,IM,2443,1992,True
1159,13611860,Nikolozi Kacharava,GEO,M,IM,2443,2004,True
1160,4134494,Oleg Spirin,CZE,M,IM,2443,1983,True
1161,2011298,Levon Altounian,USA,M,IM,2443,1975,True
1162,663727,Pierre Barbot,FRA,M,IM,2443,1995,True
1163,1903063,Ruben Pereira,POR,M,IM,2443,1991,True
1164,13903063,Irina Bulmaga,ROU,F,IM,2443,1993,True
1165,900290,Dragan Kosic,MNE,M,GM,2443,1970,True
1166,15000729,Aleksandar Colovic,MKD,M,GM,2443,1976,True
1167,13403729,Gunay Mammadzada,AZE,F,IM,2443,2000,True
1168,1018400,Stefan Kuipers,NED,M,IM,2443,1990,True
1169,3504239,Humberto L. Blanco Ronquillo,CUB,M,IM,2442,1983,True
1170,700053,Attila Groszpeter,HUN,M,GM,2442,1960,True
1171,114650,Christian Goldwaser,ARG,M,IM,2442,1989,True
1172,938190,Milos Stankovic,SRB,M,IM,2442,1991,True
1173,717274,Andras Dr. Flumbort,HUN,M,GM,2442,1984,True
1174,4129725,Alisa Galliamova,RUS,F,IM,2442,1972,True
1175,4181247,Artyom Zubritskiy,RUS,M,IM,2442,1990,True
1176,5201381,John Paul Gomez,PHI,M,GM,2442,1986,True
1177,24108260,Arsen Kukhmazov,RUS,M,IM,2442,1997,True
1178,14100622,Roman Vidonyak,GER,M,IM,2442,1972,True
1179,4611322,Raj Tischbierek,GER,M,GM,2441,1962,True
1180,4122488,Miran Oganian,RUS,M,IM,2441,1996,True
1181,13402854,Kamal Aghasiyev,AZE,M,IM,2441,1988,True
1182,600148,Jean-Rene Koch,FRA,M,IM,2441,1970,True
1183,1621645,Peter Schreiner,AUT,M,IM,2440,1992,True
1184,108154,Ernesto Real De Azua,ARG,M,IM,2440,1985,True
1185,3507408,Aramis Alvarez Pedraza,CUB,M,GM,2440,1988,True
1186,700126,Tibor Tolnai,HUN,M,GM,2440,1964,True
1187,13300075,Levon S Eolian,ARM,M,IM,2440,1959,True
1188,2300699,Helgi Ass Gretarsson,ISL,M,GM,2440,1977,True
1189,13603027,Shota Azaladze,GEO,M,IM,2439,1989,True
1190,13300873,Gevorg Harutjunyan,ARM,M,GM,2439,1981,True
1191,3504921,Yasel Borges Feria,CUB,M,IM,2439,1986,True
1192,8609470,Ziji Zhang,CHN,M,IM,2439,1996,True
1193,12503592,Homayoon Toufighi,IRI,M,GM,2439,1990,True
1194,300160,Petr Haba,CZE,M,GM,2439,1965,True
1195,14608502,Boris Markoja,SLO,M,IM,2439,1998,True
1196,2300958,Bragi Thorfinnsson,ISL,M,GM,2439,1981,True
1197,2000377,Alexander Fishbein,USA,M,GM,2438,1968,True
1198,4122526,Aleksandr Bolhovitin,RUS,M,IM,2438,1953,True
1199,1008641,Jan-Willem De Jong,NED,M,IM,2438,1981,True
1200,1103261,Artur Jakubiec,POL,M,GM,2438,1973,True
1201,100153,Oscar Panno,ARG,M,GM,2438,1935,True
1202,3300200,Oswaldo Zambrana,BOL,M,GM,2438,1981,True
1203,617822,Marie Sebag,FRA,F,GM,2438,1986,True
1204,2906597,Valeri Lilov,BUL,M,IM,2438,1991,True
1205,4117301,Alexander Cherniaev,RUS,M,GM,2438,1969,True
1206,13604040,Meri Arabidze,GEO,F,IM,2437,1994,True
1207,46634827,Bharath Subramaniyam H,IND,M,IM,2437,2007,True
1208,4119711,Sergey Vokarev,RUS,M,GM,2437,1970,True
1209,35028600,Pranesh M,IND,M,IM,2437,2006,True
1210,12809039,Karolis Juksta,LTU,M,FM,2437,2003,True
1211,5022401,Prasanna Raghuram Rao,IND,M,IM,2437,1994,True
1212,801038,Fabio Bruno,ITA,M,IM,2437,1960,True
1213,24115762,Oleg Badmatsyrenov,RUS,M,IM,2437,1987,True
1214,13602292,Davit Zarkua,GEO,M,IM,2437,1987,True
1215,5201110,Richard Bitoon,PHI,M,GM,2437,1975,True
1216,13700669,Petr Kostenko,KAZ,M,GM,2437,1976,True
1217,5200016,Eugenio Torre,PHI,M,GM,2437,1951,True
1218,1002830,Jaap De Jager,NED,M,IM,2437,1972,True
1219,14400049,Emir Dizdarevic,BIH,M,GM,2436,1958,True
1220,2300931,Jon Viktor Gunnarsson,ISL,M,IM,2436,1980,True
1221,7900309,Aimen Rizouk,ALG,M,GM,2436,1979,True
1222,2008580,Igor Foygel,USA,M,IM,2436,1947,True
1223,34115290,Egor Bykov,RUS,M,FM,2436,2000,True
1224,4121260,Andrei Deviatkin,RUS,M,GM,2436,1980,True
1225,1303422,Joseph G. Gallagher,SUI,M,GM,2436,1964,True
1226,100188,Roberto Servat,ARG,M,IM,2435,1968,True
1227,9400346,Basheer Al Qudaimi,YEM,M,IM,2435,1984,True
1228,3802299,Fernando Fernandez,PER,M,IM,2435,1990,True
1229,2212072,Inigo Argandona Riveiro,ESP,M,IM,2435,1981,True
1230,12401064,Van Huy Nguyen,VIE,M,GM,2435,1985,True
1231,4150139,Dmitrij Solonkov,RUS,M,FM,2434,1972,True
1232,13001612,Zan Tha,MYA,M,FM,2434,1956,True
1233,5201330,Darwin Laylo,PHI,M,GM,2434,1980,True
1234,2007916,Gennadij Sagalchik,USA,M,GM,2434,1969,True
1235,4162129,Mikhail Lushenkov,RUS,M,IM,2434,1985,True
1236,3502589,Aryam Abreu Delgado,CUB,M,GM,2434,1978,True
1237,14106469,Nikolay Bodnar,UKR,M,IM,2434,1972,True
1238,2109450,Roberto Junio Brito Molina,BRA,M,IM,2434,1985,True
1239,11601531,Jurijs Mihailovs,LAT,M,IM,2434,1989,True
1240,1700855,Jonas Barkhagen,SWE,M,IM,2434,1974,True
1241,4403304,Sebastian Felipe Sanchez,COL,M,IM,2434,1989,True
1242,14112620,Li Min Peng,UKR,M,IM,2433,1997,True
1243,914525,Milovan Ratkovic,SRB,M,IM,2433,1994,True
1244,4687400,Raoul Strohhaeker,GER,M,IM,2433,1987,True
1245,5009154,M. S. Thejkumar,IND,M,GM,2433,1981,True
1246,731595,Peter Lizak,HUN,M,IM,2433,1991,True
1247,4151887,Miroslav Vlasenko,RUS,M,IM,2433,1984,True
1248,8602689,Qian Huang,CHN,F,WGM,2433,1986,True
1249,24110760,Roman Yankovsky,RUS,M,IM,2433,1992,True
1250,24175480,Matvey Galchenko,RUS,M,IM,2433,2000,True
1251,4699033,Alexander Seyb,GER,M,IM,2433,1991,True
1252,4170970,Andrei Kormishkin,RUS,M,IM,2433,1939,True
1253,2205521,Josep Oms Pallisse,ESP,M,GM,2432,1973,True
1254,4186214,Azat Sharafiev,RUS,M,IM,2432,1990,True
1255,1501720,Torbjorn Ringdal Hansen,NOR,M,GM,2432,1979,True
1256,900419,Ivan Marinkovic,SRB,M,IM,2432,1967,True
1257,4125703,Viacheslav I. Neklyudov,RUS,M,IM,2432,1960,True
1258,4501047,Meelis Kanep,EST,M,GM,2432,1983,True
1259,24104302,Konstantin Sek,RUS,M,,2432,1989,True
1260,204412,Thibaut Vandenbussche,BEL,M,IM,2432,1987,True
1261,13900161,Vasile Sanduleac,MDA,M,GM,2432,1971,True
1262,13300865,Mher Hovhannisyan,BEL,M,GM,2432,1978,True
1263,700509,Zoltan Varga,HUN,M,GM,2432,1970,True
1264,921610,Misa Pap,SRB,M,GM,2431,1979,True
1265,200778,Stefan Docx,BEL,M,IM,2431,1974,True
1266,900109,Petar Popovic,SRB,M,GM,2431,1959,True
1267,1100220,Piotr Staniszewski,POL,M,IM,2431,1966,True
1268,4151127,Robert F Jamilov,RUS,M,IM,2431,1987,True
1269,400165,Glenn C Flear,ENG,M,GM,2431,1959,True
1270,12802476,Emilis Pileckis,LTU,M,IM,2431,1990,True
1271,13600133,Giorgi Bagaturov,GEO,M,GM,2431,1964,True
1272,13302337,Hrair Simonian,ARM,M,GM,2430,1991,True
1273,1308173,Oliver Kurmann,SUI,M,IM,2430,1985,True
1274,924601,Milos M Pavlovic,SRB,M,IM,2430,1984,True
1275,14200104,Saidali Iuldachev,UZB,M,GM,2430,1968,True
1276,4442024,Esteban Alb Valderrama Quiceno,COL,M,IM,2430,1993,True
1277,4167457,Vladimir Demin,RUS,M,IM,2430,1987,True
1278,3506703,Rider Diaz Murgada,CUB,M,IM,2430,1984,True
1279,2501430,Alex Astaneh Lopez,IRL,M,IM,2430,1987,True
1280,600172,Eric Prie,FRA,M,GM,2430,1962,True
1281,13400304,Azer Mirzoev,AZE,M,GM,2430,1978,True
1282,4142128,Anton Anikeenko,RUS,M,,2430,1978,True
1283,4130189,Ekaterina Atalik,TUR,F,IM,2430,1982,True
1284,722340,Denes Boros,HUN,M,GM,2429,1988,True
1285,4178262,Mikhail Gorozhanin,RUS,M,FM,2429,1997,True
1286,4120957,Andrey Lunev,RUS,M,GM,2429,1969,True
1287,13400401,Rufat Bagirov,AZE,M,GM,2429,1979,True
1288,8600490,Wenliang Li,CHN,M,IM,2429,1967,True
1289,5097010,Sankalp Gupta,IND,M,IM,2429,2003,True
1290,113735,Gaston Needleman,ARG,M,IM,2429,1990,True
1291,4609352,Sebastian Siebrecht,GER,M,GM,2429,1973,True
1292,14402238,Ivan Galic,CRO,M,IM,2429,1988,True
1293,400319,Brandon G I Clarke,ENG,M,IM,2429,1995,True
1294,3000028,Bernardo Roselli Mailhe,URU,M,IM,2429,1965,True
1295,103411,Horacio Saldano Dayer,ESP,M,IM,2429,1973,True
1296,2012782,Irina Krush,USA,F,GM,2429,1983,True
1297,5081483,Harikrishnan.A.Ra,IND,M,IM,2429,2001,True
1298,8603901,Guanchu Liu,CHN,M,IM,2428,1994,True
1299,919993,Miodrag Perunovic,SRB,M,IM,2428,1979,True
1300,25012215,Vignesh N R,IND,M,IM,2428,1998,True
1301,1708376,Rauan Sagit,SWE,M,IM,2428,1985,True
1302,1200089,Constantin Ionescu,ROU,M,GM,2428,1958,True
1303,4900758,Batkhuyag Munguntuul,MGL,F,IM,2428,1987,True
1304,2100037,Jaime Sunye Neto,BRA,M,GM,2428,1957,True
1305,4187369,Viacheslav Mikhailov,RUS,M,IM,2428,1995,True
1306,13503111,Artiom Samsonkin,CAN,M,IM,2428,1989,True
1307,1800949,James Cobb,WLS,M,IM,2428,1977,True
